,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
3523,28500,28500, 60 months,13.56,656.67,C,C1,Sr. Director of Internal Audit,5 years,MORTGAGE,466000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,752xx,TX
3524,15000,15000, 60 months,20.89,404.88,D,D4,Office Supervisor,10+ years,OWN,137000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,604xx,IL
3525,8000,8000, 36 months,14.47,275.26,C,C2,Welder/Mechanic,10+ years,OWN,32000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,710xx,LA
3526,30000,30000, 60 months,10.33,642.3,B,B1,Land Manager,10+ years,MORTGAGE,300000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,797xx,TX
3527,18000,18000, 60 months,12.98,409.38,B,B5,IT Specialist,10+ years,MORTGAGE,143436.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,604xx,IL
3528,40000,40000, 60 months,12.98,909.72,B,B5,IT Specialist,< 1 year,MORTGAGE,100000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,787xx,TX
3529,40000,40000, 36 months,8.81,1268.46,A,A5,Senior Consultant,1 year,MORTGAGE,117898.1,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,173xx,PA
3530,21000,21000, 36 months,12.98,707.38,B,B5,SAI Teacher,< 1 year,RENT,120000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,925xx,CA
3531,16800,16800, 60 months,20.89,453.46,D,D4,csr,8 years,RENT,28000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,604xx,IL
3532,16000,16000, 60 months,19.92,423.2,D,D3,CORRECTIONS OFFICER,10+ years,MORTGAGE,65000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,368xx,AL
3533,32000,32000, 60 months,16.91,793.74,C,C5,Import Export Analyst,10+ years,MORTGAGE,55000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,951xx,CA
3534,21600,21600, 60 months,10.33,462.46,B,B1,Senior IT Business Analyst,10+ years,MORTGAGE,97500.0,Source Verified,Dec-18,Current,other,Other,920xx,CA
3535,16000,16000, 36 months,13.56,543.43,C,C1,Sales Director ,6 years,MORTGAGE,75000.0,Not Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,320xx,FL
3536,2800,2800, 36 months,15.02,97.1,C,C3,LPN,1 year,MORTGAGE,80000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,238xx,VA
3537,11200,11200, 60 months,22.35,311.57,C,C3,Administrative Assistant,< 1 year,OWN,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,775xx,TX
3538,20000,20000, 60 months,14.47,470.26,C,C2,Creative Director,1 year,MORTGAGE,80000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,284xx,NC
3539,40000,40000, 60 months,10.72,864.13,B,B2,Creative Director,< 1 year,MORTGAGE,300000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,334xx,FL
3540,12000,12000, 36 months,7.02,370.64,A,A2,hairstylist,7 years,MORTGAGE,65000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,076xx,NJ
3541,15000,15000, 36 months,7.02,463.3,A,A2,RN,10+ years,MORTGAGE,92000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,441xx,OH
3542,20000,20000, 60 months,25.34,591.02,E,E3,Truck Driver,1 year,OWN,54000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,937xx,CA
3543,5000,5000, 36 months,13.56,169.83,C,C1,Truck Driver,< 1 year,OWN,85000.0,Not Verified,Dec-18,Current,other,Other,388xx,MS
3544,16000,16000, 36 months,11.8,529.91,B,B4,Risk and Compliance Manager,6 years,RENT,100000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,840xx,UT
3545,10000,10000, 36 months,6.46,306.31,A,A1,Risk and Compliance Manager,6 years,MORTGAGE,40000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,283xx,NC
3546,7250,7250, 36 months,15.02,251.4,C,C3,Civil Engineer,4 years,RENT,82388.0,Source Verified,Dec-18,Current,car,Car financing,921xx,CA
3547,1000,1000, 36 months,16.14,35.23,C,C4,apprentice,4 years,MORTGAGE,44000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,173xx,PA
3548,12000,12000, 36 months,7.02,370.64,A,A2,apprentice,< 1 year,MORTGAGE,120000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,853xx,AZ
3549,20400,20400, 60 months,16.14,497.61,C,C4,General Manager,5 years,MORTGAGE,121000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,302xx,GA
3550,22025,22025, 36 months,16.91,784.27,C,C5,Manager,10+ years,MORTGAGE,65000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,030xx,NH
3551,8000,8000, 36 months,12.98,269.48,B,B5,Controls Systems Engineer,4 years,RENT,95000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,670xx,KS
3552,16000,16000, 36 months,16.91,569.73,C,C5,Machine Operator,7 years,RENT,47000.0,Source Verified,Dec-18,Current,major_purchase,Major purchase,380xx,TN
3553,31150,31150, 60 months,12.98,708.44,B,B5,Office Hr & Operations Manager ,10+ years,MORTGAGE,122000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,840xx,UT
3554,6000,6000, 36 months,8.19,188.55,A,A4,loan processor,9 years,RENT,60000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,328xx,FL
3555,15000,15000, 36 months,8.19,471.37,A,A4,loan processor,9 years,RENT,50000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,308xx,GA
3556,30000,30000, 60 months,8.19,611.03,A,A4,Director of Nursing ,3 years,MORTGAGE,100000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,075xx,NJ
3557,15000,15000, 36 months,6.46,459.47,A,A1,Teacher ,5 years,MORTGAGE,56000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,082xx,NJ
3558,23000,23000, 60 months,11.8,509.31,B,B4,Vice President-Sales & Customer Success,8 years,MORTGAGE,390000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,342xx,FL
3559,25000,25000, 60 months,8.81,516.66,A,A5,Accounting Technician ,10+ years,MORTGAGE,58000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,047xx,ME
3560,30000,30000, 60 months,13.56,691.23,C,C1,EDUCATOR,10+ years,MORTGAGE,160000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,852xx,AZ
3561,40000,40000, 36 months,11.8,1324.76,B,B4,Biomedical Technician,4 years,MORTGAGE,100000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,174xx,PA
3562,25000,25000, 36 months,16.14,880.66,C,C4,DISTRICT FACILITY MANAGER,10+ years,MORTGAGE,69000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,199xx,DE
3563,40000,40000, 36 months,10.72,1304.26,B,B2,Director of Sales,8 years,RENT,92000.0,Not Verified,Dec-18,Current,other,Other,100xx,NY
3564,40000,40000, 36 months,11.8,1324.76,B,B4,Director of Training and Development,< 1 year,RENT,75000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
3565,7500,7500, 36 months,6.46,229.74,A,A1,Doctoral Fellow,4 years,RENT,650000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,606xx,IL
3566,12550,12550, 36 months,7.02,387.63,A,A2,Heavy Truck Driver,10+ years,MORTGAGE,80000.0,Verified,Dec-18,Fully Paid,home_improvement,Home improvement,993xx,WA
3567,10000,10000, 60 months,10.72,216.04,B,B2,Policy Analyst ,2 years,MORTGAGE,41000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,652xx,MO
3568,8000,8000, 36 months,7.02,247.09,A,A2,Policy Analyst ,2 years,MORTGAGE,26000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,543xx,WI
3569,15000,15000, 60 months,19.92,396.75,D,D3,senior relationshipl banker,3 years,RENT,80000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,940xx,CA
3570,28000,28000, 60 months,10.33,599.48,B,B1,Inspector,10+ years,MORTGAGE,90000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,921xx,CA
3571,3600,3600, 36 months,16.14,126.82,C,C4,Server,5 years,MORTGAGE,40000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,113xx,NY
3572,40000,40000, 36 months,6.46,1225.24,A,A1,Server,< 1 year,MORTGAGE,250000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
3573,1500,1500, 36 months,17.97,54.21,D,D1,Server,10+ years,RENT,40000.0,Not Verified,Dec-18,Current,other,Other,432xx,OH
3574,30000,30000, 36 months,11.31,986.58,B,B3,Post Award Specialist,1 year,RENT,70000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,021xx,MA
3575,10000,10000, 36 months,11.31,328.86,B,B3,driver,7 years,RENT,64000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,223xx,VA
3576,40000,40000, 36 months,8.19,1256.97,A,A4,Financial Advisor,2 years,OWN,130000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,279xx,NC
3577,8525,8525, 36 months,26.31,344.89,E,E4,IT Administrator,10+ years,MORTGAGE,72000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,230xx,VA
3578,25000,25000, 36 months,8.81,792.79,A,A5,Driver,10+ years,MORTGAGE,80000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,959xx,CA
3579,20000,20000, 36 months,11.31,657.72,B,B3,Driver,10+ years,MORTGAGE,110000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,339xx,FL
3580,12000,12000, 36 months,10.72,391.28,B,B2,Director of Archives,4 years,RENT,68000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,112xx,NY
3581,4000,4000, 36 months,11.8,132.48,B,B4,Senior Human Resources Generalist,4 years,MORTGAGE,90000.0,Not Verified,Dec-18,Current,other,Other,945xx,CA
3582,7000,7000, 36 months,11.8,231.84,B,B4,Teacher,8 years,OWN,80000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,027xx,MA
3583,16000,16000, 36 months,11.8,529.91,B,B4,Accountant,4 years,RENT,62000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,890xx,NV
3584,12000,12000, 60 months,26.31,361.5,E,E4,Test Analyst & Integrator,< 1 year,MORTGAGE,70000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,211xx,MD
3585,25500,25500, 60 months,12.98,579.95,B,B5,Sales Manager ,10+ years,MORTGAGE,64000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,325xx,FL
3586,40000,40000, 60 months,11.8,885.75,B,B4,"Application Support Analyst, Senior",6 years,RENT,85000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,920xx,CA
3587,20000,20000, 60 months,10.72,432.07,B,B2,Territory Manager,< 1 year,MORTGAGE,150000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,926xx,CA
3588,6400,6400, 36 months,7.02,197.68,A,A2,Associate Architect,2 years,MORTGAGE,60000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,031xx,NH
3589,11200,11200, 36 months,15.02,388.37,C,C3,carpenter,10+ years,MORTGAGE,50000.0,Source Verified,Dec-18,Current,major_purchase,Major purchase,158xx,PA
3590,5000,5000, 36 months,23.4,194.6,E,E1,Admin ,5 years,RENT,45000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
3591,30000,30000, 36 months,11.8,993.57,B,B4,Strategic Planning,5 years,MORTGAGE,125000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,282xx,NC
3592,3500,3500, 36 months,8.19,109.99,A,A4,Strategic Planning,5 years,OWN,50000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,606xx,IL
3593,40000,40000, 36 months,8.19,1256.97,A,A4,Vice President,1 year,MORTGAGE,310000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
3594,3000,3000, 36 months,10.72,97.82,B,B2,Vice President,1 year,RENT,17500.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,454xx,OH
3595,12000,12000, 36 months,7.02,370.64,A,A2,IT Engineer,< 1 year,RENT,60000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,972xx,OR
3596,40000,40000, 36 months,6.46,1225.24,A,A1,IT Engineer,< 1 year,MORTGAGE,125000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,190xx,PA
3597,10000,10000, 60 months,14.47,235.13,C,C2,IT Engineer,< 1 year,MORTGAGE,65000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,773xx,TX
3598,16000,16000, 36 months,11.31,526.18,B,B3,Retail Unit Lead,10+ years,OWN,29600.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,920xx,CA
3599,20000,20000, 36 months,6.46,612.62,A,A1,Sales Rep,< 1 year,MORTGAGE,125000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,294xx,SC
3600,10000,10000, 60 months,19.92,264.5,D,D3,Revenue Officer,3 years,RENT,35400.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,296xx,SC
3601,16000,16000, 36 months,6.46,490.1,A,A1,Senior Java Developer,2 years,RENT,113200.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,336xx,FL
3602,28600,28600, 36 months,6.46,876.05,A,A1,Senior Java Developer,2 years,RENT,86000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,261xx,WV
3603,25000,25000, 36 months,10.33,810.56,B,B1,cashier,10+ years,MORTGAGE,75000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,117xx,NY
3604,7200,7200, 36 months,16.14,253.63,C,C4,Register Polysomnographic Technologist ,6 years,RENT,48000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,917xx,CA
3605,20000,20000, 60 months,8.19,407.35,A,A4,Home Remodeler/Construction,4 years,MORTGAGE,52000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,120xx,NY
3606,28000,28000, 36 months,14.47,963.38,C,C2,Union Worker,< 1 year,MORTGAGE,150000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,074xx,NJ
3607,10000,10000, 60 months,13.56,230.41,C,C1,MB sr specialist operatios,4 years,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
3608,15000,15000, 60 months,11.8,332.16,B,B4,Seafreight Manager,10+ years,MORTGAGE,84854.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,226xx,VA
3609,20000,20000, 60 months,8.81,413.33,A,A5,Eft processor ,10+ years,MORTGAGE,46000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,852xx,AZ
3610,6400,6400, 36 months,23.4,249.08,E,E1,Truck Driver,1 year,RENT,65000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,044xx,ME
3611,25000,25000, 60 months,12.98,568.58,B,B5,Truck Driver,< 1 year,RENT,15000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,338xx,FL
3612,14000,14000, 36 months,7.56,435.88,A,A3,Transportation planner,10+ years,MORTGAGE,40000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,685xx,NE
3613,7000,7000, 36 months,12.98,235.8,B,B5,Sr Mortgage Officer,10+ years,MORTGAGE,125000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,405xx,KY
3614,40000,40000, 60 months,8.19,814.7,A,A4,police officer,10+ years,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,606xx,IL
3615,40000,40000, 60 months,10.33,856.4,B,B1,Senior Vice President,10+ years,MORTGAGE,87000.0,Source Verified,Dec-18,Current,other,Other,784xx,TX
3616,25000,25000, 60 months,10.72,540.08,B,B2,GM,10+ years,RENT,170000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,662xx,KS
3617,13700,13700, 36 months,25.34,547.18,E,E3,Special education teacher,5 years,RENT,59000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,100xx,NY
3618,20000,20000, 36 months,11.8,662.38,B,B4,Account Executive ,2 years,MORTGAGE,220000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,800xx,CO
3619,10000,10000, 36 months,16.14,352.27,C,C4,Manager,< 1 year,MORTGAGE,77000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,782xx,TX
3620,11200,11200, 36 months,16.14,394.54,C,C4,Director,5 years,RENT,103000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,117xx,NY
3621,8000,8000, 36 months,16.91,284.87,C,C5,Women's Assistant Soccer Coach,2 years,RENT,55000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,121xx,NY
3622,24000,24000, 36 months,11.31,789.26,B,B3,Executive Officer,7 years,RENT,134000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,908xx,CA
3623,5000,5000, 36 months,8.19,157.13,A,A4,senior clerk,10+ years,RENT,62100.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,073xx,NJ
3624,10000,10000, 36 months,10.33,324.23,B,B1,Manager,< 1 year,MORTGAGE,50000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,190xx,PA
3625,21000,21000, 60 months,8.19,427.72,A,A4,Manager,< 1 year,MORTGAGE,150000.0,Not Verified,Dec-18,Current,small_business,Business,373xx,TN
3626,11750,11750, 60 months,12.98,267.23,B,B5,Digital Learning Coordinator,10+ years,MORTGAGE,67000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,275xx,NC
3627,7000,7000, 36 months,7.02,216.21,A,A2,Lead Officer ,10+ years,MORTGAGE,52000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,300xx,GA
3628,4500,4500, 36 months,10.72,146.73,A,A2,Teacher,9 years,RENT,55000.0,Not Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,349xx,FL
3629,2400,2375, 36 months,8.19,75.42,A,A4,Licensed Veterinary Technician,10+ years,MORTGAGE,26000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,486xx,MI
3630,10800,10800, 36 months,18.94,395.56,D,D2,Licensed Veterinary Technician,10+ years,RENT,85000.0,Verified,Dec-18,Current,moving,Moving and relocation,037xx,NH
3631,40000,40000, 36 months,16.14,1409.05,C,C4,PhysEd Teacher,3 years,RENT,40511.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,566xx,MN
3632,7500,7500, 36 months,12.98,252.64,B,B5,Compliance officer ,3 years,MORTGAGE,120000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,077xx,NJ
3633,24000,24000, 36 months,19.92,890.95,D,D3,Compliance officer ,< 1 year,RENT,250000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,900xx,CA
3634,15000,15000, 60 months,15.02,357.01,C,C3,insurance agent,10+ years,RENT,53000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,182xx,PA
3635,20000,20000, 60 months,8.19,407.35,A,A4,Shift Supervisor,10+ years,MORTGAGE,72000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,545xx,WI
3636,14000,14000, 36 months,8.81,443.96,A,A5,LABORER,4 years,RENT,32000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,276xx,NC
3637,1000,750, 36 months,11.8,33.12,B,B4,Buyer,8 years,MORTGAGE,86407.40846679515,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,923xx,CA
3638,10000,10000, 36 months,22.35,383.72,D,D5,Buyer,< 1 year,MORTGAGE,100000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,773xx,TX
3639,32000,32000, 36 months,7.02,988.36,A,A2,Buyer,< 1 year,MORTGAGE,190000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,704xx,LA
3640,10000,10000, 36 months,10.33,324.23,B,B1,Branch Manager,1 year,MORTGAGE,80000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,784xx,TX
3641,17000,17000, 60 months,17.97,431.42,D,D1,Analyst,8 years,RENT,89000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,762xx,TX
3642,30000,30000, 60 months,13.56,691.23,C,C1,Business Development Manager ,4 years,MORTGAGE,180000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,791xx,TX
3643,14400,14400, 36 months,11.8,476.92,B,B4,Teacher,7 years,RENT,86407.40846679515,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,843xx,UT
3644,18625,18625, 36 months,16.14,656.09,C,C4,DRIVER,5 years,MORTGAGE,58000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,970xx,OR
3645,20000,20000, 36 months,20.89,752.38,D,D4,Motor Vehicle Service Clerk,10+ years,OWN,85000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,029xx,RI
3646,20000,20000, 36 months,14.47,688.13,C,C2,Material inventory control coordinator,2 years,RENT,41600.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,925xx,CA
3647,5000,5000, 36 months,19.92,185.62,D,D3,Direct support professional ,4 years,RENT,23301.0,Source Verified,Dec-18,Current,other,Other,104xx,NY
3648,12000,12000, 36 months,7.56,373.61,A,A3,Police Officer,2 years,RENT,65000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,850xx,AZ
3649,40000,40000, 60 months,11.8,885.75,B,B4,Manager Fiscal Services,10+ years,RENT,120000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,974xx,OR
3650,10500,10500, 36 months,8.19,329.96,A,A4,Registered nurse ,10+ years,MORTGAGE,100000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,751xx,TX
3651,10000,10000, 36 months,8.81,317.12,A,A5,lab tech.,10+ years,MORTGAGE,35000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,380xx,TN
3652,15000,15000, 36 months,8.81,475.68,A,A5,lab tech.,10+ years,MORTGAGE,32000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,452xx,OH
3653,8400,8400, 36 months,14.47,289.02,C,C2,PCA,3 years,RENT,40000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,891xx,NV
3654,6000,6000, 36 months,8.19,188.55,A,A4,GM2,7 years,MORTGAGE,86407.40846679515,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
3655,10600,10600, 36 months,17.97,383.06,D,D1,Regional Development Director,1 year,RENT,110000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,752xx,TX
3656,14000,14000, 36 months,18.94,512.76,D,D2,tig operator,1 year,RENT,51000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,441xx,OH
3657,10000,10000, 36 months,8.19,314.25,D,D2,tig operator,< 1 year,RENT,210000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,930xx,CA
3658,21000,21000, 60 months,12.98,477.6,B,B5,Bookkeeper,10+ years,MORTGAGE,52000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,342xx,FL
3659,35000,35000, 60 months,8.19,712.87,A,A4,Registered Nurse,7 years,MORTGAGE,75000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,339xx,FL
3660,9650,9650, 36 months,15.02,334.62,C,C3,School Counselor,< 1 year,RENT,85000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,113xx,NY
3661,23000,23000, 60 months,14.47,540.8,C,C2,Registered Nurse,2 years,ANY,93600.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,117xx,NY
3662,7500,7500, 36 months,15.02,260.07,C,C2,Food Service Assistant ,5 years,ANY,27046.0,Source Verified,Dec-18,Fully Paid,house,Home buying,347xx,FL
3663,30000,30000, 60 months,27.27,920.91,E,E5,Mechanic,10+ years,MORTGAGE,86407.40846679515,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,741xx,OK
3664,25000,25000, 60 months,8.81,516.66,A,A5,Attorney,< 1 year,RENT,190000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,770xx,TX
3665,5000,5000, 36 months,7.02,154.44,A,A2,Manager,10+ years,MORTGAGE,52000.0,Not Verified,Dec-18,Current,other,Other,761xx,TX
3666,4800,4800, 36 months,7.56,149.45,A,A3,Auditor,4 years,MORTGAGE,57800.0,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,988xx,WA
3667,15000,15000, 60 months,16.14,365.89,C,C4,Teacher,4 years,MORTGAGE,28800.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,773xx,TX
3668,20000,20000, 60 months,10.33,428.2,B,B1,RN,10+ years,MORTGAGE,115000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,211xx,MD
3669,19200,19200, 36 months,8.81,608.86,A,A5,Repair Technician,2 years,RENT,38000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,660xx,KS
3670,24000,24000, 60 months,16.91,595.31,C,C5,Logistics ,10+ years,RENT,108000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,450xx,OH
3671,36000,36000, 36 months,7.02,1111.91,A,A2,Driver,10+ years,RENT,130000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,813xx,CO
3672,10725,10725, 36 months,8.19,337.03,A,A4,Driver,< 1 year,MORTGAGE,250000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,287xx,NC
3673,15250,15250, 36 months,11.31,501.51,B,B3,instructor coordinator ,10+ years,MORTGAGE,60000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,060xx,CT
3674,10750,10750, 36 months,10.72,350.52,B,B2,Owner/Operator,8 years,MORTGAGE,60000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,402xx,KY
3675,16500,16500, 60 months,11.8,365.37,B,B4,Lead Estimator,10+ years,MORTGAGE,58000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,988xx,WA
3676,20000,20000, 36 months,8.19,628.49,A,A4,Teacher,10+ years,MORTGAGE,57000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,799xx,TX
3677,9100,9100, 36 months,26.31,368.15,E,E4,Rural carrier,3 years,OWN,62000.0,Verified,Dec-18,Late (31-120 days),other,Other,465xx,IN
3678,4500,4500, 36 months,6.46,137.84,A,A1,Electrician,1 year,MORTGAGE,100000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,712xx,LA
3679,37825,37825, 60 months,14.47,889.37,C,C2,Pastor,10+ years,MORTGAGE,86407.40846679515,Verified,Dec-18,Current,car,Car financing,273xx,NC
3680,18000,18000, 36 months,12.98,606.32,B,B5,Pastor,< 1 year,MORTGAGE,185000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,080xx,NJ
3681,17000,17000, 36 months,15.02,589.48,C,C3,Flowback Supervisor,< 1 year,RENT,135000.0,Source Verified,Dec-18,Current,car,Car financing,588xx,ND
3682,40000,40000, 60 months,10.33,856.4,B,B1,Manager,4 years,MORTGAGE,150000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,201xx,VA
